id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,persuasiveness,sociable,maxInDegree,maxOutDegree,cigLimit
n0,false,0.2509761439993625,0.5142955001090579,12,false,0,1,0.5615135578385909,0.26444851335458397,0.4450878813640151,10,10,70
n1,true,0.14747070869154322,0.13799419939126098,12,false,0,0,0.24486701391518495,0.6450898821779574,0.219915457707192,10,10,70
n2,false,0.3174513824810242,0.5393833609304569,12,false,0,1,0.4637162162300216,0.3605542990917291,0.8972759475418117,10,10,70
n3,true,0.007362966698040152,0.21126610588158368,17,false,0,0,0.5348820294224614,0.8139950712959705,0.07595471670217813,10,10,70
n4,false,0.28704431845017175,0.49727269756687703,11,false,0,1,0.36971509211940135,0.2742215824632872,0.840575071327416,10,10,70
n6,false,0.08224564123766523,0.8652532440673373,13,false,0,1,0.9870353299370218,0.8172104101602817,0.7929599181749184,10,10,70
n9,false,0.2010077778440445,0.3928130946385608,11,false,0,1,0.8237244189230395,0.11734969515403665,0.36557837127056514,10,10,70
n10,false,0.25032397749323654,0.5436867351306238,12,false,0,1,0.7135822196104604,0.6506536049662636,0.4620361204540254,10,10,70
n12,false,0.8729022467302371,0.5556745394447737,0,false,0,0,0.09959126103984103,0.0018247286134043805,0.5597288968719627,10,10,70
n13,false,0.6044320591580369,0.8348084369672475,10,false,0,1,0.03865425179495082,0.8978677128087292,0.05722521380729462,10,10,70
n15,false,0.37685849052556764,0.6844872053504928,13,false,0,1,0.43625901348490553,0.9979874738946077,0.8952486235541306,10,10,70
n19,false,0.5755597955011993,0.9991737312649481,0,false,0,0,0.029703003862052893,0.2980474981321732,0.8345130043941151,10,10,70
n23,true,0.30812458616394534,0.12707485610260047,12,false,0,0,0.7349931456656542,0.9301531403341571,0.6071228680604048,10,10,70
n26,false,0.11425387025532845,0.6615366622002976,12,false,0,1,0.9974689052435007,0.812455796472062,0.5069426793701881,10,10,70
n29,true,0.026885509061737034,0.12524452129049465,14,false,0,0,0.5402437750472555,0.7778786568638008,0.7207749337085737,10,10,70
n35,false,0.09416343844601593,0.9994216813775408,0,false,0,0,0.08228419579273237,0.5046750844216065,0.36943808839464876,10,10,70
n36,false,0.12574951534528656,0.2633688708158478,19,true,31,1,0.5121302241400494,0.45092846477637527,0.47494003247339733,10,10,70
n37,false,0.4947200430353176,0.42778954601730634,12,false,0,1,0.25195163926424735,0.31545217461466657,0.9176479534733712,10,10,70
n39,false,0.08735407136147813,0.46875727671836454,12,false,0,1,0.6949479872556898,0.17605711384654144,0.8741847330930175,10,10,70
n45,false,0.3567987652833171,0.4059453258571196,12,false,0,1,0.6518381967540748,0.6840287536051073,0.5195569796655163,10,10,70
n46,false,0.21806712844454973,0.34621611740660524,12,false,0,1,0.5066774203283435,0.4647018350985956,0.8787689766806486,10,10,70
n47,false,0.37927264688039347,0.5558290801043895,14,false,0,1,0.3203743397462845,0.9741790013246413,0.9147152123803776,10,10,70
n49,true,0.23076150017297847,0.1675671784977774,18,false,0,0,0.3272672885316281,0.9146686945715459,0.863332926291588,10,10,70
n51,true,0.1443420499721373,0.17218432173084533,12,false,0,0,0.6219211632363569,0.2911770772002791,0.9598607358584166,10,10,70
n52,false,0.10016033046355217,0.6787262759432467,11,false,0,1,0.9890514661047544,0.4294087822527641,0.708859716393244,10,10,70
